X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
578.617487	3542.000000	578.617487	3483.000000	578.617487	3479.000000	578.617487	3482.000000	578.617487	5150.000000	578.617487	4627.000000	578.617487	4490.000000	578.617487	4279.000000	578.617487	4272.000000	578.617487	4017.000000	578.617487	4295.000000	578.617487	4021.000000	578.617487	8250.000000	578.617487	6569.000000	578.617487	6068.000000	578.617487	5675.000000	578.617487	5394.000000	578.617487	5193.000000	578.617487	4783.000000	578.617487	4232.000000	578.617487	4100.000000	578.617487	7404.000000	578.617487	5768.000000	578.617487	5190.000000	578.617487	8645.000000	578.617487	6406.000000	578.617487	5811.000000	578.617487	5326.000000
579.336816	3526.000000	579.336816	3481.000000	579.336816	3402.000000	579.336816	3463.000000	579.336816	5304.000000	579.336816	4569.000000	579.336816	4419.000000	579.336816	4428.000000	579.336816	4151.000000	579.336816	4021.000000	579.336816	4253.000000	579.336816	4005.000000	579.336816	8325.000000	579.336816	6558.000000	579.336816	5990.000000	579.336816	5619.000000	579.336816	5300.000000	579.336816	5142.000000	579.336816	4727.000000	579.336816	4155.000000	579.336816	4029.000000	579.336816	7270.000000	579.336816	5702.000000	579.336816	5184.000000	579.336816	8530.000000	579.336816	6367.000000	579.336816	5691.000000	579.336816	5276.000000
580.056081	3431.000000	580.056081	3467.000000	580.056081	3468.000000	580.056081	3467.000000	580.056081	5175.000000	580.056081	4671.000000	580.056081	4465.000000	580.056081	4151.000000	580.056081	4151.000000	580.056081	3997.000000	580.056081	4278.000000	580.056081	4015.000000	580.056081	8225.000000	580.056081	6531.000000	580.056081	5888.000000	580.056081	5495.000000	580.056081	5401.000000	580.056081	5156.000000	580.056081	4689.000000	580.056081	4209.000000	580.056081	3998.000000	580.056081	7334.000000	580.056081	5701.000000	580.056081	5071.000000	580.056081	8448.000000	580.056081	6426.000000	580.056081	5583.000000	580.056081	5339.000000
580.775283	3439.000000	580.775283	3475.000000	580.775283	3391.000000	580.775283	3427.000000	580.775283	5195.000000	580.775283	4607.000000	580.775283	4399.000000	580.775283	4229.000000	580.775283	4125.000000	580.775283	4021.000000	580.775283	4143.000000	580.775283	3905.000000	580.775283	8267.000000	580.775283	6578.000000	580.775283	5894.000000	580.775283	5561.000000	580.775283	5302.000000	580.775283	5043.000000	580.775283	4657.000000	580.775283	4255.000000	580.775283	4001.000000	580.775283	7333.000000	580.775283	5618.000000	580.775283	5138.000000	580.775283	8391.000000	580.775283	6286.000000	580.775283	5617.000000	580.775283	5315.000000
581.494421	3258.000000	581.494421	3480.000000	581.494421	3445.000000	581.494421	3393.000000	581.494421	5065.000000	581.494421	4536.000000	581.494421	4415.000000	581.494421	4224.000000	581.494421	3999.000000	581.494421	3954.000000	581.494421	4159.000000	581.494421	3906.000000	581.494421	8186.000000	581.494421	6428.000000	581.494421	5986.000000	581.494421	5601.000000	581.494421	5337.000000	581.494421	5056.000000	581.494421	4611.000000	581.494421	4147.000000	581.494421	4054.000000	581.494421	7356.000000	581.494421	5626.000000	581.494421	5039.000000	581.494421	8242.000000	581.494421	6473.000000	581.494421	5651.000000	581.494421	5348.000000
582.213495	3266.000000	582.213495	3319.000000	582.213495	3318.000000	582.213495	3444.000000	582.213495	5040.000000	582.213495	4564.000000	582.213495	4440.000000	582.213495	4115.000000	582.213495	4061.000000	582.213495	4005.000000	582.213495	4202.000000	582.213495	3892.000000	582.213495	8073.000000	582.213495	6359.000000	582.213495	5796.000000	582.213495	5571.000000	582.213495	5281.000000	582.213495	4941.000000	582.213495	4611.000000	582.213495	4124.000000	582.213495	3943.000000	582.213495	7223.000000	582.213495	5667.000000	582.213495	5022.000000	582.213495	8341.000000	582.213495	6305.000000	582.213495	5669.000000	582.213495	5355.000000
582.932506	3295.000000	582.932506	3342.000000	582.932506	3389.000000	582.932506	3416.000000	582.932506	5076.000000	582.932506	4531.000000	582.932506	4316.000000	582.932506	4076.000000	582.932506	4031.000000	582.932506	3981.000000	582.932506	4123.000000	582.932506	3873.000000	582.932506	8063.000000	582.932506	6366.000000	582.932506	5889.000000	582.932506	5480.000000	582.932506	5240.000000	582.932506	5108.000000	582.932506	4629.000000	582.932506	4104.000000	582.932506	3956.000000	582.932506	7234.000000	582.932506	5608.000000	582.932506	5104.000000	582.932506	8285.000000	582.932506	6377.000000	582.932506	5636.000000	582.932506	5204.000000
583.651453	3243.000000	583.651453	3349.000000	583.651453	3295.000000	583.651453	3395.000000	583.651453	5022.000000	583.651453	4533.000000	583.651453	4300.000000	583.651453	4155.000000	583.651453	4004.000000	583.651453	3935.000000	583.651453	4073.000000	583.651453	3786.000000	583.651453	7963.000000	583.651453	6406.000000	583.651453	5757.000000	583.651453	5475.000000	583.651453	5161.000000	583.651453	4849.000000	583.651453	4534.000000	583.651453	4113.000000	583.651453	3967.000000	583.651453	7276.000000	583.651453	5585.000000	583.651453	5005.000000	583.651453	8392.000000	583.651453	6405.000000	583.651453	5577.000000	583.651453	5224.000000
584.370336	3242.000000	584.370336	3375.000000	584.370336	3374.000000	584.370336	3341.000000	584.370336	5146.000000	584.370336	4494.000000	584.370336	4281.000000	584.370336	4102.000000	584.370336	4034.000000	584.370336	3925.000000	584.370336	4147.000000	584.370336	3798.000000	584.370336	8059.000000	584.370336	6434.000000	584.370336	5830.000000	584.370336	5432.000000	584.370336	5224.000000	584.370336	5025.000000	584.370336	4488.000000	584.370336	4000.000000	584.370336	3896.000000	584.370336	7222.000000	584.370336	5644.000000	584.370336	4989.000000	584.370336	8373.000000	584.370336	6188.000000	584.370336	5588.000000	584.370336	5117.000000
585.089156	3287.000000	585.089156	3335.000000	585.089156	3357.000000	585.089156	3372.000000	585.089156	4994.000000	585.089156	4567.000000	585.089156	4377.000000	585.089156	4058.000000	585.089156	4044.000000	585.089156	3869.000000	585.089156	4039.000000	585.089156	3824.000000	585.089156	7962.000000	585.089156	6389.000000	585.089156	5827.000000	585.089156	5368.000000	585.089156	5269.000000	585.089156	4963.000000	585.089156	4551.000000	585.089156	4175.000000	585.089156	3894.000000	585.089156	7218.000000	585.089156	5442.000000	585.089156	4960.000000	585.089156	8418.000000	585.089156	6262.000000	585.089156	5533.000000	585.089156	5097.000000
585.807912	3299.000000	585.807912	3272.000000	585.807912	3285.000000	585.807912	3467.000000	585.807912	5040.000000	585.807912	4495.000000	585.807912	4192.000000	585.807912	4075.000000	585.807912	3954.000000	585.807912	3876.000000	585.807912	4159.000000	585.807912	3814.000000	585.807912	7955.000000	585.807912	6382.000000	585.807912	5713.000000	585.807912	5411.000000	585.807912	5099.000000	585.807912	4911.000000	585.807912	4453.000000	585.807912	4047.000000	585.807912	3850.000000	585.807912	7161.000000	585.807912	5533.000000	585.807912	4960.000000	585.807912	8417.000000	585.807912	6283.000000	585.807912	5573.000000	585.807912	5132.000000
586.526605	3323.000000	586.526605	3350.000000	586.526605	3298.000000	586.526605	3343.000000	586.526605	4978.000000	586.526605	4486.000000	586.526605	4313.000000	586.526605	4136.000000	586.526605	4036.000000	586.526605	3915.000000	586.526605	4211.000000	586.526605	3806.000000	586.526605	8019.000000	586.526605	6336.000000	586.526605	5724.000000	586.526605	5392.000000	586.526605	5151.000000	586.526605	4988.000000	586.526605	4404.000000	586.526605	4010.000000	586.526605	3842.000000	586.526605	7080.000000	586.526605	5503.000000	586.526605	4913.000000	586.526605	8277.000000	586.526605	6233.000000	586.526605	5577.000000	586.526605	5115.000000
587.245234	3291.000000	587.245234	3183.000000	587.245234	3366.000000	587.245234	3289.000000	587.245234	4961.000000	587.245234	4335.000000	587.245234	4213.000000	587.245234	4059.000000	587.245234	3984.000000	587.245234	3872.000000	587.245234	4030.000000	587.245234	3782.000000	587.245234	7945.000000	587.245234	6241.000000	587.245234	5700.000000	587.245234	5430.000000	587.245234	5085.000000	587.245234	4977.000000	587.245234	4496.000000	587.245234	3926.000000	587.245234	3834.000000	587.245234	7309.000000	587.245234	5540.000000	587.245234	4960.000000	587.245234	8297.000000	587.245234	6265.000000	587.245234	5478.000000	587.245234	5050.000000
587.963800	3250.000000	587.963800	3316.000000	587.963800	3289.000000	587.963800	3258.000000	587.963800	4941.000000	587.963800	4511.000000	587.963800	4279.000000	587.963800	4153.000000	587.963800	4003.000000	587.963800	3850.000000	587.963800	4055.000000	587.963800	3814.000000	587.963800	7875.000000	587.963800	6352.000000	587.963800	5703.000000	587.963800	5330.000000	587.963800	5170.000000	587.963800	4903.000000	587.963800	4487.000000	587.963800	4021.000000	587.963800	3867.000000	587.963800	7203.000000	587.963800	5536.000000	587.963800	4927.000000	587.963800	8276.000000	587.963800	6146.000000	587.963800	5444.000000	587.963800	5170.000000
588.682301	3228.000000	588.682301	3317.000000	588.682301	3240.000000	588.682301	3260.000000	588.682301	4936.000000	588.682301	4439.000000	588.682301	4244.000000	588.682301	4013.000000	588.682301	4035.000000	588.682301	3876.000000	588.682301	4018.000000	588.682301	3788.000000	588.682301	7903.000000	588.682301	6286.000000	588.682301	5704.000000	588.682301	5450.000000	588.682301	5164.000000	588.682301	4817.000000	588.682301	4415.000000	588.682301	3896.000000	588.682301	3869.000000	588.682301	7166.000000	588.682301	5527.000000	588.682301	4998.000000	588.682301	8428.000000	588.682301	6241.000000	588.682301	5385.000000	588.682301	5080.000000
589.400740	3278.000000	589.400740	3216.000000	589.400740	3364.000000	589.400740	3185.000000	589.400740	4910.000000	589.400740	4534.000000	589.400740	4232.000000	589.400740	4101.000000	589.400740	3857.000000	589.400740	3877.000000	589.400740	4045.000000	589.400740	3798.000000	589.400740	7993.000000	589.400740	6370.000000	589.400740	5715.000000	589.400740	5343.000000	589.400740	5093.000000	589.400740	5009.000000	589.400740	4427.000000	589.400740	3850.000000	589.400740	3820.000000	589.400740	7109.000000	589.400740	5517.000000	589.400740	4980.000000	589.400740	8279.000000	589.400740	6093.000000	589.400740	5544.000000	589.400740	5052.000000
590.119115	3258.000000	590.119115	3356.000000	590.119115	3234.000000	590.119115	3314.000000	590.119115	4975.000000	590.119115	4463.000000	590.119115	4171.000000	590.119115	4086.000000	590.119115	4013.000000	590.119115	3809.000000	590.119115	3999.000000	590.119115	3794.000000	590.119115	7994.000000	590.119115	6320.000000	590.119115	5701.000000	590.119115	5315.000000	590.119115	5103.000000	590.119115	4895.000000	590.119115	4456.000000	590.119115	4094.000000	590.119115	3887.000000	590.119115	7250.000000	590.119115	5417.000000	590.119115	4917.000000	590.119115	8196.000000	590.119115	6117.000000	590.119115	5500.000000	590.119115	4998.000000
590.837426	3192.000000	590.837426	3241.000000	590.837426	3286.000000	590.837426	3253.000000	590.837426	4847.000000	590.837426	4436.000000	590.837426	4227.000000	590.837426	4046.000000	590.837426	3969.000000	590.837426	3876.000000	590.837426	3977.000000	590.837426	3855.000000	590.837426	7912.000000	590.837426	6277.000000	590.837426	5669.000000	590.837426	5359.000000	590.837426	5150.000000	590.837426	4850.000000	590.837426	4455.000000	590.837426	3975.000000	590.837426	3701.000000	590.837426	7091.000000	590.837426	5462.000000	590.837426	4884.000000	590.837426	8147.000000	590.837426	6101.000000	590.837426	5457.000000	590.837426	5016.000000
